cex;nama_token;ticker;sc;decimals
INDODAX;GNS;GNS;0x18c11fd286c5ec11c3b683caa813b77f5163a122;18
GATE;Gains Network;GNS;0x18c11FD286C5EC11c3b683Caa813B77f5163A122;18
BITGET;UXLINK;UXLINK;0x1a6b3a62391eccaaa992ade44cd4afe6bec8cff1;18
GATE;ZTX;ZTX;0x1C43D05be7E5b54D506e3DdB6f0305e8A66CD04e;18
BYBIT;ZTX;ZTX;0x1C43D05be7E5b54D506e3DdB6f0305e8A66CD04e;18
GATE;Aperture Finance;APTR;0x1C986661170c1834db49C3830130D4038eEeb866;6
MEXC;Stobox;STBU;0x1cb9bD2c6E7F4A7DE3778547d46C8D4c22abC093;18
KUCOIN;OBT;OBT;0x1cd9a56c8c2ea913c70319a44da75e99255aa46f;18
MEXC;OBT;OBT;0x1CD9a56c8C2eA913c70319A44Da75e99255aa46f;18
GATE;Orbiter Finance;OBT;0x1cd9a56c8c2ea913c70319a44da75e99255aa46f;18
BYBIT;OBT;OBT;0x1CD9a56c8C2eA913c70319A44Da75e99255aa46f;18
BINANCE;Axelar;AXL;0x23ee2343b892b1bb63503a4fabc840e0e2c6810f;6
BITGET;AXL;AXL;0x23ee2343b892b1bb63503a4fabc840e0e2c6810f;6
GATE;Axelar;WAXL;0x23ee2343B892b1BB63503a4FAbc840E0e2C6810f;6
MEXC;RAIN;RAIN;0x25118290e6A5f4139381D072181157035864099d;18
BINANCE;Livepeer;LPT;0x289ba1701c2f088cf0faf8b3705246331cb8a839;18
GATE;AI Meta Club;AMC;0x299142a6370e1912156E53fBD4f25D7ba49DdcC5;18
KUCOIN;BTC;BTC;0x2f2a2543b76a4166549f7aab2e75bef0aefc5b0f;8
KUCOIN;RDNT;RDNT;0x3082cc23568ea640225c2467653db90e9250aaa0;18
INDODAX;RDNT;RDNT;0x3082cc23568ea640225c2467653db90e9250aaa0;18
BYBIT;RDNT;RDNT;0x3082cc23568ea640225c2467653db90e9250aaa0;18
BINANCE;Radiant Capital;RDNT;0x3082cc23568ea640225c2467653db90e9250aaa0;18
MEXC;Radiant;RDNT;0x3082CC23568eA640225c2467653dB90e9250AaA0;18
GATE;Radiant;RDNT;0x3082cc23568ea640225c2467653db90e9250aaa0;18
BITGET;RDNT;RDNT;0x3082cc23568ea640225c2467653db90e9250aaa0;18
GATE;Xend Finance;XRWA;0x3096e7BFd0878Cc65be71f8899Bc4CFB57187Ba3;18
INDODAX;JoeToken;JOE;0x371c7ec6d8039ff7933a2aa28eb827ffe1f52f07;18
BINANCE;JOE;JOE;0x371c7ec6d8039ff7933a2aa28eb827ffe1f52f07;18
MEXC;MLK;MLK;0x374c5FB7979d5fDBAAd2d95409e235e5CBdfD43C;8
GATE;MiL.k;MLK;0x374c5fb7979d5fdbaad2d95409e235e5cbdfd43c;8
KUCOIN;MLK;MLK;0x374c5fb7979d5fdbaad2d95409e235e5cbdfd43c;8
KUCOIN;ANIME;ANIME;0x37a645648df29205c6261289983fb04ecd70b4b3;18
MEXC;Animecoin;ANIME;0x37a645648dF29205C6261289983FB04ECD70b4B3;18
BYBIT;ANIME;ANIME;0x37a645648dF29205C6261289983FB04ECD70b4B3;18
BINANCE;Animecoin;ANIME;0x37a645648df29205c6261289983fb04ecd70b4b3;18
GATE;Animecoin;ANIME;0x37a645648df29205c6261289983fb04ecd70b4b3;18
BITGET;ANIME;ANIME;0x37a645648df29205c6261289983fb04ecd70b4b3;18
KUCOIN;GRAIL;GRAIL;0x3d9907f9a368ad0a51be60f7da3b97cf940982d8;18
GATE;Camelot Token;GRAIL;0x3d9907F9a368ad0a51Be60f7Da3b97cf940982D8;18
MEXC;Camelot Token;GRAIL;0x3d9907F9a368ad0a51Be60f7Da3b97cf940982D8;18
GATE;Antmons;AMS;0x41e7D39DD8D1De42EfA6e9B98402e05F5C2D12f8;18
BINANCE;Xai;XAI;0x4cb9a7ae498cedcbb5eae9f25736ae7d428c9d66;18
BITGET;XAI;XAI;0x4cb9a7ae498cedcbb5eae9f25736ae7d428c9d66;18
BYBIT;XAI;XAI;0x4Cb9a7AE498CEDcBb5EAe9f25736aE7d428C9D66;18
KUCOIN;XAI;XAI;0x4cb9a7ae498cedcbb5eae9f25736ae7d428c9d66;18
GATE;Xai;XAI;0x4Cb9a7AE498CEDcBb5EAe9f25736aE7d428C9D66;18
MEXC;Xai;XAI;0x4Cb9a7AE498CEDcBb5EAe9f25736aE7d428C9D66;18
MEXC;Quantlytica;QTLX;0x4D840b741bc05FDE325D4Ec0B4CFCD0CeA237e4E;18
GATE;Brightpool Finance;BRI;0x51F6EE60108CBCB3b613093BD3F224cB49Aa1610;9
GATE;Across Protocol;ACX;0x53691596d1BCe8CEa565b84d4915e69e03d9C99d;18
MEXC;Across Protocol;ACX;0x53691596d1BCe8CEa565b84d4915e69e03d9C99d;18
INDODAX;MAGIC;MAGIC;0x539bde0d7dbd336b79148aa742883198bbf60342;18
GATE;Magic;MAGIC;0x539bdE0d7Dbd336b79148AA742883198BBF60342;18
KUCOIN;MAGIC;MAGIC;0x539bde0d7dbd336b79148aa742883198bbf60342;18
BYBIT;MAGIC;MAGIC;0x539bdE0d7Dbd336b79148AA742883198BBF60342;18
MEXC;MAGIC;MAGIC;0x539bdE0d7Dbd336b79148AA742883198BBF60342;18
BINANCE;Treasure;MAGIC;0x539bde0d7dbd336b79148aa742883198bbf60342;18
BITGET;MAGIC;MAGIC;0x539bde0d7dbd336b79148aa742883198bbf60342;18
GATE;Sperax;SPA;0x5575552988A3A80504bBaeB1311674fCFd40aD4B;18
KUCOIN;SPA;SPA;0x5575552988a3a80504bbaeb1311674fcfd40ad4b;18
MEXC;Sperax;SPA;0x5575552988A3A80504bBaeB1311674fCFd40aD4B;18
GATE;Beyond Gaming;BDG;0x56264286b18903889d03de41cf6acfab1fe1defc;6
BYBIT;GSWIFT;GSWIFT;0x580E933D90091b9cE380740E3a4A39c67eB85B4c;18
MEXC;GameSwift;GSWIFT;0x580E933D90091b9cE380740E3a4A39c67eB85B4c;18
MEXC;LogX Network;LOGX;0x59062301Fb510F4ea2417B67404CB16D31E604BA;18
KUCOIN;LOGX;LOGX;0x59062301fb510f4ea2417b67404cb16d31e604ba;18
GATE;LogX Network;LOGX;0x59062301Fb510F4ea2417B67404CB16D31E604BA;18
KUCOIN;SLING;SLING;0x5f8a7c646511a790c53f171891e5d469ca884ede;18
GATE;TridentDao;PSI;0x602Eb0D99A5e3e76D1510372C4d2020e12EaEa8a;9
BYBIT;AFG;AFG;0x619C82392cb6E41778b7d088860Fea8447941f4c;18
KUCOIN;AFG;AFG;0x619c82392cb6e41778b7d088860fea8447941f4c;18
BYBIT;APEX;APEX;0x61A1ff55C5216b636a294A07D77C6F4Df10d3B56;18
MEXC;Skate;SKATE;0x61DBbBb552dc893ab3aAd09F289f811E67cEf285;18
BITGET;SKATE;SKATE;0x61dbbbb552dc893ab3aad09f289f811e67cef285;18
GATE;Skate;SKATE;0x61dbbbb552dc893ab3aad09f289f811e67cef285;18
MEXC;TRUST AI;TRT;0x63db244bC895b3AcCEC6698cE11b0dbD1d3e1C44;18
BITGET;STG;STG;0x6694340fc020c5e6b96567843da2df01b2ce1eb6;18
BINANCE;Stargate Finance;STG;0x6694340fc020c5e6b96567843da2df01b2ce1eb6;18
BINANCE;LayerZero;ZRO;0x6985884c4392d348587b19cb9eaaf157f13271cd;18
MEXC;LayerZero;ZRO;0x6985884C4392D348587B19cb9eAAf157F13271cd;18
BYBIT;ZRO;ZRO;0x6985884C4392D348587B19cb9eAAf157F13271cd;18
GATE;LayerZero;ZRO;0x6985884C4392D348587B19cb9eAAf157F13271cd;18
BITGET;ZRO;ZRO;0x6985884c4392d348587b19cb9eaaf157f13271cd;18
INDODAX;ZRO;ZRO;0x6985884c4392d348587b19cb9eaaf157f13271cd;18
KUCOIN;ZRO;ZRO;0x6985884c4392d348587b19cb9eaaf157f13271cd;18
BINANCE;DODO;DODO;0x69eb4fa4a2fbd498c257c57ea8b7655a2559a581;18
MEXC;Aipocalypto;AIPO;0x6c511dc18572d31C2c3f7b1505cB2BBC08282FcC;18
BINANCE;KernelDAO;KERNEL;0x6e401189c8a68d05562c9bab7f674f910821eacf;18
MEXC;KernelDAO;KERNEL;0x6E401189c8A68D05562c9Bab7f674f910821EAcF;18
BINANCE;ether.fi;ETHFI;0x7189fb5b6504bbff6a852b13b7b82a3c118fdc27;18
BINANCE;Maverick Protocol;MAV;0x7448c7456a97769f6cd04f1e83a4a23ccdc46abd;18
GATE;Arowana;ARW;0x747952a59292a9b3862f3c59664b95e8b461ef45;18
MEXC;Arowana;ARW;0x747952A59292a9B3862F3C59664B95e8B461eF45;18
KUCOIN;PERP;PERP;0x753d224bcf9aafacd81558c32341416df61d3dac;18
KUCOIN;EYWA;EYWA;0x7a10f506e4c7658e6ad15fdf0443d450b7fa80d7;18
MEXC;EYWA;EYWA;0x7A10F506E4c7658e6AD15Fdf0443d450B7FA80D7;18
GATE;EYWA;EYWA;0x7a10f506e4c7658e6ad15fdf0443d450b7fa80d7;18
KUCOIN;EGP;EGP;0x7e7a7c916c19a45769f6bdaf91087f93c6c12f78;18
GATE;Eigenpie;EGP;0x7E7a7C916c19a45769f6BDAF91087f93c6C12F78;18
BYBIT;EGP 1,00;EGP 1,00;0x7E7a7C916c19a45769f6BDAF91087f93c6C12F78;18
KUCOIN;YFI;YFI;0x82e3a8f066a6989666b031d916c43672085b1582;18
BINANCE;Hashflow;HFT;0x835bfe0ac8ea77f22e13795a49054ab2d6699982;18
GATE;GameonForge;GO4;0x85b7fa2a3cfe5ed48b619ec967750462a1fd9557;18
MEXC;Ninja Squad Token;NST;0x88a269Df8fe7F53E590c561954C52FCCC8EC0cFB;18
MEXC;aZen;AZEN;0x8A23fa9Ca68226a1ea9FB2Df42b9E87a1728381E;18
MEXC;Dream Machine Token;DMT;0x8B0E6f19Ee57089F7649A455D89D7bC6314D04e8;18
INDODAX;ARB;ARB;0x912ce59144191c1204e64559fe8253a0e49e6548;18
MEXC;Arbitrum;ARB;0x912CE59144191C1204E64559FE8253a0e49E6548;18
GATE;Arbitrum;ARB;0x912CE59144191C1204E64559FE8253a0e49E6548;18
BYBIT;ARB;ARB;0x912CE59144191C1204E64559FE8253a0e49E6548;18
BINANCE;Arbitrum;ARB;0x912ce59144191c1204e64559fe8253a0e49e6548;18
KUCOIN;ARB;ARB;0x912ce59144191c1204e64559fe8253a0e49e6548;18
BITGET;ARB;ARB;0x912ce59144191c1204e64559fe8253a0e49e6548;18
GATE;Kima;KIMA;0x94fcd9c18f99538c0f7c61c5500ca79f0d5c4dab;18
MEXC;Kima Network;KIMA;0x94fCD9c18f99538C0f7C61c5500cA79F0D5C4dab;18
KUCOIN;KIMA;KIMA;0x94fcd9c18f99538c0f7c61c5500ca79f0d5c4dab;18
KUCOIN;VRTX;VRTX;0x95146881b86b3ee99e63705ec87afe29fcc044d9;18
KUCOIN;GRT;GRT;0x9623063377ad1b27544c965ccd7342f7ea7e88c7;18
GATE;The Graph;GRT;0x9623063377AD1B27544C965cCd7342f7EA7e88C7;18
BINANCE;The Graph;GRT;0x9623063377ad1b27544c965ccd7342f7ea7e88c7;18
GATE;IXORAPAD;IXORA;0x99110990b602def65deb578a55f43793b4894a0a;18
MEXC;TMX;TMX;0xa057Bf62b7760ae11d782DaB5e081728BCDA7017;18
MEXC;HIPPOP;HIPPOP;0xa0995d43901551601060447f9aBf93ebc277cEC2;18
MEXC;Autonomi;AUTONOMI;0xa78d8321B20c4Ef90eCd72f2588AA985A4BDb684;18
KUCOIN;VEMP;VEMP;0xaf7e3f16d747e77e927dc94287f86eb95a64d83d;18
GATE;VEMP;VEMP;0xaf7e3f16d747e77e927dc94287f86eb95a64d83d;18
MEXC;USDC;USDC;0xaf88d065e77c8cC2239327C5EDb3A432268e5831;6
BINANCE;USDC;USDC;0xaf88d065e77c8cc2239327c5edb3a432268e5831;6
GATE;USDCoin;USDC;0xaf88d065e77c8cc2239327c5edb3a432268e5831;6
KUCOIN;USDC;USDC;0xaf88d065e77c8cc2239327c5edb3a432268e5831;6
BITGET;USDC;USDC;0xaf88d065e77c8cc2239327c5edb3a432268e5831;6
BYBIT;USDC;USDC;0xaf88d065e77c8cC2239327C5EDb3A432268e5831;6
MEXC;Hydranet;HDN;0xB0F66Bdb39acBb043308eb9Dbe78F5bB47ea5430;18
GATE;StarHeroes;STARHEROES;0xB299751B088336E165dA313c33e3195B8c6663A6;18
GATE;TRUF Network;TRUF;0xB59c8912c83157a955f9D715E556257F432C35D7;18
KUCOIN;TRUF;TRUF;0xb59c8912c83157a955f9d715e556257f432c35d7;18
GATE;WeatherXM;WXM;0xB6093B61544572Ab42A0E43AF08aBaFD41bf25A6;18
MEXC;CATCH;CATCH;0xbC4c97Fb9befaa8B41448e1dFcC5236dA543217F;18
GATE;SpaceCatch;CATCH;0xbC4c97Fb9befaa8B41448e1dFcC5236dA543217F;18
KUCOIN;CARV;CARV;0xc08cd26474722ce93f4d0c34d16201461c10aa8c;18
KUCOIN;G3;G3;0xc24a365a870821eb83fd216c9596edd89479d8d7;18
GATE;GAM3S.GG;G3;0xc24A365A870821EB83Fd216c9596eDD89479d8d7;18
BYBIT;G3;G3;0xc24A365A870821EB83Fd216c9596eDD89479d8d7;18
BINANCE;Hyperlane;HYPER;0xc9d23ed2adb0f551369946bd377f8644ce1ca5c4;18
GATE;Aark;AARK;0xCa4e51F6AD4AFd9d1068E5899De9dd7d73F3463D;18
BINANCE;WOO;WOO;0xcafcd85d8ca7ad1e1c6f82f651fa15e33aefd07b;18
GATE;Credbull;CBL;0xd6b3d81868770083307840f513a3491960b95cb6;18
MEXC;WINR Protocol;WINR;0xD77B108d4f6cefaa0Cae9506A934e825BEccA46E;18
INDODAX;Marlin POND;POND;0xda0a57b710768ae17941a9fa33f8b720c8bd9ddd;18
BINANCE;Marlin;POND;0xda0a57b710768ae17941a9fa33f8b720c8bd9ddd;18
BINANCE;Dai;DAI;0xda10009cbd5d07dd0cecc66161fc93d7c9000da1;18
GATE;Neuron;NRN;0xdadeca1167fe47499e53Eb50F261103630974905;18
BYBIT;NRN;NRN;0xdadeca1167fe47499e53Eb50F261103630974905;18
MEXC;Neuron;NRN;0xdadeca1167fe47499e53Eb50F261103630974905;18
KUCOIN;NRN;NRN;0xdadeca1167fe47499e53eb50f261103630974905;18
GATE;handle.fi;FOREX;0xDb298285FE4C5410B05390cA80e8Fbe9DE1F259B;18
GATE;Airdrop2049;AIRDROP;0xdc5F1BF636DcAdaE7e285A484Dc71A1F5adeE0A1;18
GATE;Edge Matrix Chain;EMC;0xDFB8BE6F8c87f74295A87de951974362CedCFA30;18
KUCOIN;MOZ;MOZ;0xe16e2548a576ad448fb014bbe85284d7f3542df5;18
GATE;Lumoz;MOZ;0xe16e2548a576ad448fb014bbe85284d7f3542df5;18
BYBIT;MOZ;MOZ;0xE16e2548A576ad448FB014bBE85284D7f3542dF5;18
GATE;Blade Games;BLADE;0xe8b201be5357c07f0aa58693f98fb048323777f9;18
BYBIT;G7;G7;0xF18e4466F26B4cA55bbAb890b314a54976E45B17;18
GATE;GAME7;G7;0xf18e4466f26b4ca55bbab890b314a54976e45b17;18
KUCOIN;G7;G7;0xf18e4466f26b4ca55bbab890b314a54976e45b17;18
GATE;Kunji Finance;KNJ;0xfbbb21d8e7A461f06e5E27efD69703aCB5C732A8;18
INDODAX;GMX;GMX;0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a;18
GATE;GMX;GMX;0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a;18
BINANCE;GMX;GMX;0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a;18
BITGET;GMX;GMX;0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a;18
KUCOIN;GMX;GMX;0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a;18
MEXC;GMX;GMX;0xfc5A1A6EB076a2C7aD06eD22C90d7E710E35ad0a;18
BYBIT;GMX;GMX;0xfc5a1a6eb076a2c7ad06ed22c90d7e710e35ad0a;18
